product_id,product_category,demand,inventory,competitor_price,season,customer_rating,historical_price,optimal_price
P102336,Footwear,885,1390,119.66,Normal,4.6,118.02,97.2
P102337,Home Decor,157,569,206.39,Festival,4.8,213.44,141.84
P102338,Clothing,733,939,90.82,Festival,4.1,93.8,70.48
P102339,Grocery,431,70,23.6,Summer,4.1,24.03,23.94
P102340,Electronics,792,1068,655.57,Normal,2.9,587.18,487.28
P102341,Electronics,671,823,667.77,Festival,3.9,716.12,546.19
P102342,Electronics,90,1314,832.09,Winter,3.4,896.53,581.41
P102343,Footwear,350,502,102.0,Normal,3.1,103.09,83.11
P102344,Clothing,714,1388,97.24,Summer,4.0,109.24,77.3
P102345,Footwear,923,865,117.5,Winter,2.5,134.61,90.6
P102346,Electronics,808,316,910.34,Festival,3.2,1000.91,815.29
P102347,Home Decor,894,244,215.55,Winter,4.1,243.68,215.28
P102348,Home Decor,957,297,232.02,Winter,3.6,234.71,223.12
P102349,Electronics,896,456,822.8,Winter,2.9,927.17,735.9
P102350,Electronics,588,827,750.82,Summer,2.5,850.27,555.83
P102351,Electronics,349,1303,592.66,Summer,3.2,621.32,430.44
P102352,Home Decor,517,1493,195.8,Summer,3.9,180.27,139.71
P102353,Clothing,799,1018,77.29,Normal,3.8,71.19,62.65
P102354,Grocery,436,737,35.43,Festival,2.8,35.69,24.5
P102355,Clothing,834,921,112.81,Festival,4.0,121.68,91.47
P102356,Footwear,707,499,121.48,Winter,5.0,123.35,104.76
P102357,Grocery,225,371,27.72,Normal,4.0,30.38,24.04
P102358,Grocery,922,808,24.86,Summer,3.8,27.04,20.76
P102359,Home Decor,849,1242,212.1,Winter,4.1,198.31,163.91
P102360,Electronics,607,101,831.4,Festival,4.7,761.44,819.0
P102361,Home Decor,210,170,198.38,Winter,4.9,212.38,184.52
P102362,Electronics,242,269,778.51,Normal,2.6,752.44,632.2
P102363,Grocery,842,318,23.15,Normal,3.0,26.19,22.37
P102364,Home Decor,37,227,209.32,Normal,2.8,233.29,173.78
P102365,Footwear,493,199,138.0,Summer,4.4,138.25,124.91
P102366,Footwear,626,46,116.3,Summer,2.6,120.57,115.6
P102367,Clothing,247,525,82.51,Summer,4.8,91.48,70.46
P102368,Clothing,867,1084,67.97,Normal,2.6,75.81,58.98
P102369,Clothing,531,239,86.16,Normal,4.0,88.77,79.34
P102370,Grocery,84,491,30.04,Normal,3.2,34.32,22.88
P102371,Grocery,333,1460,23.07,Winter,3.7,23.55,16.81
P102372,Clothing,409,256,70.14,Normal,3.6,62.5,61.96
P102373,Clothing,238,1480,96.67,Festival,4.4,99.76,67.51
P102374,Clothing,941,770,75.27,Normal,3.7,82.03,60.14
P102375,Clothing,373,1087,88.65,Festival,3.6,101.59,65.02
P102376,Electronics,511,488,732.85,Summer,4.3,665.76,598.87
P102377,Home Decor,544,490,184.73,Summer,4.8,184.54,161.54
P102378,Grocery,236,592,29.58,Normal,4.5,30.72,23.28
P102379,Electronics,576,196,692.05,Winter,4.3,773.71,708.44
P102380,Footwear,366,476,137.96,Winter,3.7,148.07,112.57
P102381,Home Decor,30,1342,189.1,Winter,4.8,178.22,123.41
P102382,Clothing,419,10,78.87,Winter,3.7,87.71,81.85
P102383,Electronics,592,860,664.74,Normal,4.8,704.19,539.26
P102384,Electronics,134,1034,756.41,Summer,4.5,848.45,548.72
P102385,Electronics,783,216,823.29,Summer,2.9,909.97,808.48
P102386,Footwear,667,170,100.58,Normal,2.6,92.02,96.86
P102387,Home Decor,323,830,222.74,Festival,4.4,253.77,168.9
P102388,Electronics,600,332,732.08,Summer,4.2,734.02,669.9
P102389,Footwear,317,1467,105.91,Summer,4.0,121.3,86.12
P102390,Electronics,654,289,787.7,Summer,4.9,732.94,716.08
P102391,Grocery,170,200,24.87,Winter,3.9,27.22,22.16
P102392,Footwear,618,500,147.85,Summer,3.4,142.28,119.1
P102393,Clothing,73,501,87.15,Summer,3.9,77.74,61.5
P102394,Electronics,36,244,575.51,Normal,2.6,660.91,498.05
P102395,Grocery,269,999,28.45,Normal,3.9,27.36,19.98
P102396,Home Decor,190,523,159.77,Normal,4.8,144.07,127.68
P102397,Clothing,500,792,95.8,Winter,2.5,106.57,69.2
P102398,Electronics,182,368,804.42,Winter,4.6,801.73,688.67
P102399,Electronics,259,149,693.86,Normal,4.5,718.59,665.35
P102400,Grocery,115,96,23.41,Normal,2.8,26.83,21.61
P102401,Grocery,889,83,29.74,Festival,4.6,30.03,31.6
P102402,Footwear,740,1306,133.18,Winter,4.4,119.62,106.45
P102403,Footwear,233,400,140.72,Winter,3.7,150.09,114.05
P102404,Home Decor,137,461,232.07,Festival,3.1,248.74,172.39
P102405,Footwear,853,870,140.49,Festival,3.2,131.0,106.81
P102406,Clothing,674,147,94.43,Summer,4.0,97.01,93.66
P102407,Grocery,888,903,28.79,Normal,3.1,28.21,22.55
P102408,Clothing,194,784,105.67,Festival,3.3,94.42,69.63
P102409,Clothing,371,1188,88.46,Festival,4.8,85.28,64.12
P102410,Home Decor,135,189,189.45,Summer,4.3,213.24,168.53
P102411,Footwear,434,30,120.73,Normal,4.3,116.03,117.76
P102412,Home Decor,179,1160,210.82,Normal,4.9,198.22,150.59
P102413,Clothing,24,558,96.2,Summer,2.5,109.1,67.57
P102414,Grocery,518,97,35.18,Festival,3.1,34.59,30.53
P102415,Grocery,979,836,27.12,Festival,4.1,30.76,23.56
P102416,Electronics,652,699,742.19,Normal,3.6,829.52,589.79
P102417,Clothing,761,1426,98.41,Summer,2.8,99.1,69.93
P102418,Grocery,815,1416,22.29,Normal,4.5,21.93,18.74
P102419,Electronics,972,810,576.81,Winter,2.6,529.04,449.82
P102420,Home Decor,145,242,160.44,Summer,3.9,149.44,146.3
P102421,Electronics,265,1123,723.51,Summer,3.9,682.09,506.02
P102422,Electronics,623,306,670.38,Summer,4.1,675.07,637.34
P102423,Footwear,824,1257,114.97,Winter,3.3,112.73,91.23
P102424,Electronics,778,902,803.18,Festival,2.6,880.37,605.12
P102425,Home Decor,733,534,208.4,Normal,4.7,200.08,177.51
P102426,Footwear,326,1469,146.84,Summer,4.8,146.05,110.52
P102427,Electronics,377,773,743.11,Normal,3.7,678.55,531.06
P102428,Footwear,98,581,148.42,Summer,2.6,141.47,96.75
P102429,Grocery,327,287,31.85,Festival,4.0,34.77,27.3
P102430,Footwear,172,974,141.59,Normal,3.3,151.63,94.63
P102431,Footwear,939,408,119.93,Normal,3.0,118.56,113.51
P102432,Footwear,109,232,168.02,Festival,2.9,174.05,129.22
P102433,Grocery,376,181,30.13,Normal,2.9,30.24,26.73
P102434,Clothing,889,963,91.89,Summer,3.3,103.07,75.89
P102435,Footwear,956,1382,124.26,Summer,3.2,122.59,99.99
P102436,Home Decor,389,382,179.57,Winter,4.6,193.03,161.12
P102437,Grocery,476,329,24.72,Summer,3.7,23.21,22.38
P102438,Footwear,532,921,111.54,Winter,3.6,111.23,85.9
P102439,Clothing,825,218,69.24,Summer,2.9,70.83,66.45
P102440,Footwear,773,137,119.78,Normal,4.7,108.79,118.11
P102441,Home Decor,533,958,150.9,Normal,2.6,156.73,108.21
P102442,Electronics,384,789,779.12,Normal,3.1,806.52,572.24
P102443,Electronics,384,47,714.66,Normal,4.1,659.54,694.89
P102444,Grocery,656,359,30.46,Summer,4.3,35.01,29.63
P102445,Grocery,838,301,26.04,Summer,4.5,23.56,24.77
P102446,Grocery,95,1024,27.03,Festival,3.5,30.32,18.26
P102447,Electronics,773,1000,724.68,Festival,3.4,733.89,545.92
P102448,Clothing,491,1122,100.7,Winter,3.2,94.67,68.34
P102449,Grocery,162,153,23.12,Winter,3.9,21.05,20.39
P102450,Grocery,114,1272,33.05,Festival,3.4,35.32,23.19
P102451,Grocery,350,317,23.61,Summer,3.3,25.59,22.0
P102452,Footwear,263,1488,123.62,Winter,2.5,131.26,85.11
P102453,Grocery,122,1308,21.76,Winter,4.9,21.62,14.82
P102454,Footwear,307,691,145.28,Festival,2.7,134.62,95.11
P102455,Grocery,837,1179,21.88,Normal,3.2,23.92,19.07
P102456,Grocery,723,1007,35.09,Festival,4.8,39.14,28.53
P102457,Grocery,224,1161,21.55,Normal,4.3,21.24,15.85
P102458,Electronics,680,32,602.98,Normal,3.9,667.57,651.38
P102459,Clothing,462,130,68.09,Summer,4.2,71.61,67.98
P102460,Grocery,752,1358,36.78,Festival,2.7,37.6,26.0
P102461,Home Decor,262,1173,232.75,Festival,4.5,243.19,177.0
P102462,Footwear,80,925,155.3,Festival,3.1,141.18,102.8
P102463,Electronics,326,471,698.36,Summer,4.9,638.2,557.83
P102464,Grocery,994,634,29.83,Normal,3.1,32.11,24.31
P102465,Clothing,564,592,70.56,Normal,4.1,80.57,63.14
P102466,Footwear,73,654,143.49,Summer,3.9,145.95,101.16
P102467,Footwear,975,944,144.25,Summer,2.9,129.04,110.19
P102468,Grocery,829,1138,21.52,Summer,3.4,19.33,17.58
P102469,Grocery,552,578,21.93,Normal,4.5,22.06,18.29
P102470,Clothing,745,1251,99.62,Festival,3.0,105.35,78.34
P102471,Clothing,201,140,70.76,Summer,4.9,65.23,65.62
P102472,Home Decor,599,1212,169.46,Normal,3.2,150.63,127.58
P102473,Footwear,914,1016,126.38,Winter,4.1,136.11,105.8
P102474,Grocery,450,768,23.52,Winter,4.0,21.63,18.06
P102475,Clothing,58,565,95.21,Winter,3.7,95.05,64.14
P102476,Electronics,761,559,792.22,Festival,4.1,854.18,700.53
P102477,Electronics,735,543,839.96,Festival,4.4,767.58,677.42
P102478,Electronics,745,1418,705.5,Winter,4.0,705.18,557.87
P102479,Clothing,655,45,84.58,Winter,3.9,76.97,86.07
P102480,Home Decor,154,953,185.71,Normal,4.0,180.85,126.4
P102481,Grocery,132,1483,35.6,Festival,3.5,40.1,23.87
P102482,Clothing,796,817,79.22,Normal,2.7,84.39,61.89
P102483,Electronics,858,960,840.76,Festival,2.9,745.12,601.86
P102484,Clothing,96,899,94.29,Normal,4.0,86.4,60.35
P102485,Footwear,589,761,138.28,Winter,4.8,132.65,106.52
P102486,Clothing,510,946,73.38,Normal,2.6,82.31,56.8
P102487,Footwear,363,1355,110.97,Winter,3.9,120.04,86.95
P102488,Footwear,652,1071,132.76,Summer,3.1,138.96,98.56
P102489,Electronics,915,1275,758.4,Summer,3.9,698.64,576.49
P102490,Grocery,825,832,29.63,Summer,4.4,33.5,24.74
P102491,Home Decor,170,1161,201.3,Normal,4.3,221.07,145.94
P102492,Clothing,473,1313,65.72,Normal,4.3,62.08,50.97
P102493,Electronics,937,321,749.29,Normal,4.4,741.17,718.36
P102494,Home Decor,252,1290,200.23,Summer,2.7,199.36,137.49
P102495,Home Decor,856,1031,224.09,Normal,3.8,232.74,173.63
P102496,Grocery,500,666,28.72,Normal,3.2,28.18,21.38
P102497,Grocery,530,1162,26.63,Winter,4.8,24.95,20.13
P102498,Electronics,265,256,851.94,Festival,4.5,903.13,750.97
P102499,Footwear,920,1049,130.18,Normal,2.8,138.38,107.56
P102500,Grocery,538,867,24.85,Summer,3.1,24.84,17.71
P102501,Electronics,583,1332,804.9,Festival,3.6,814.08,558.04
P102502,Footwear,473,933,108.95,Normal,4.9,97.36,81.94
P102503,Home Decor,107,790,159.03,Summer,2.8,159.53,104.68
P102504,Footwear,784,787,144.4,Winter,3.9,158.28,107.28
P102505,Clothing,342,834,93.0,Festival,3.4,96.69,70.02
P102506,Electronics,255,1336,744.22,Normal,4.1,839.92,562.4
P102507,Home Decor,786,1178,185.4,Normal,4.1,199.02,156.05
P102508,Home Decor,215,144,210.28,Normal,3.1,229.19,185.72
P102509,Grocery,689,800,33.57,Festival,4.5,33.7,26.1
P102510,Grocery,484,434,33.88,Festival,2.7,31.4,25.79
P102511,Grocery,803,250,29.64,Festival,4.5,33.38,30.77
P102512,Clothing,69,1299,116.42,Festival,3.0,123.17,75.9
P102513,Electronics,779,1286,665.66,Summer,4.0,749.24,556.36
P102514,Electronics,244,1409,754.68,Normal,3.4,789.95,530.93
P102515,Clothing,873,593,82.44,Normal,4.0,82.67,74.94
P102516,Home Decor,366,641,195.64,Festival,3.2,179.28,142.55
P102517,Electronics,26,1168,708.78,Normal,3.9,699.84,461.82
P102518,Clothing,497,293,81.74,Normal,2.5,85.12,72.53
P102519,Grocery,73,86,24.74,Winter,3.4,27.99,23.23
P102520,Electronics,284,633,659.12,Summer,4.6,727.61,531.35
P102521,Electronics,722,945,595.03,Summer,3.7,606.07,479.27
P102522,Grocery,569,686,32.98,Winter,3.7,33.01,24.18
P102523,Clothing,714,320,92.99,Winter,4.1,82.67,83.08
P102524,Grocery,880,781,23.04,Summer,3.6,22.46,18.02
P102525,Home Decor,478,1414,212.98,Summer,4.7,243.86,168.13
P102526,Electronics,552,415,722.26,Summer,3.5,780.1,623.74
P102527,Home Decor,77,603,203.53,Normal,4.9,207.94,158.48
P102528,Home Decor,301,472,192.84,Normal,4.7,214.6,173.85
P102529,Footwear,729,443,107.61,Winter,3.6,95.37,91.1
P102530,Grocery,80,985,23.37,Summer,3.4,26.6,16.95
P102531,Grocery,372,565,29.63,Summer,4.2,31.67,23.7
P102532,Grocery,153,934,29.47,Summer,4.4,26.04,20.09
P102533,Footwear,860,34,145.54,Winter,3.0,155.8,150.68
P102534,Electronics,569,994,553.37,Summer,3.1,499.39,407.85
P102535,Home Decor,651,162,222.51,Winter,2.9,234.24,209.23
P102536,Grocery,690,569,25.22,Normal,4.4,24.24,21.42
P102537,Footwear,239,1309,158.35,Festival,4.3,148.41,112.97
P102538,Clothing,68,508,74.96,Normal,3.0,78.68,55.92
P102539,Electronics,409,1048,770.53,Summer,3.8,768.36,560.83
P102540,Grocery,201,530,32.92,Winter,4.4,29.55,24.55
P102541,Grocery,335,1354,23.23,Normal,4.9,25.6,18.8
P102542,Clothing,332,1427,98.13,Winter,2.9,93.41,65.58
P102543,Clothing,786,1363,101.96,Festival,3.3,106.75,81.19
P102544,Clothing,333,595,74.99,Normal,3.4,78.33,55.3
P102545,Grocery,168,479,27.92,Festival,4.1,25.0,20.46
P102546,Clothing,959,911,96.21,Winter,2.8,110.58,79.75
P102547,Home Decor,68,1225,200.14,Festival,3.0,200.31,128.37
P102548,Electronics,219,786,562.75,Summer,4.5,526.42,399.49
P102549,Clothing,360,1108,98.53,Summer,3.9,98.33,69.39
P102550,Clothing,81,1314,88.44,Summer,2.9,92.22,57.77
P102551,Grocery,901,1129,28.65,Normal,3.5,25.24,22.14
P102552,Grocery,365,556,26.98,Normal,2.8,25.93,20.88
P102553,Grocery,786,378,27.62,Winter,3.4,28.3,25.26
P102554,Home Decor,151,654,213.41,Summer,3.5,227.82,159.17
P102555,Clothing,531,864,66.71,Normal,2.8,64.34,47.5
P102556,Footwear,144,1264,114.49,Normal,2.6,113.24,77.85
P102557,Electronics,247,454,750.88,Winter,4.7,705.63,624.15
P102558,Clothing,419,245,103.96,Winter,4.7,99.71,94.4
P102559,Grocery,865,476,24.73,Normal,2.5,26.35,22.97
P102560,Electronics,320,893,805.59,Normal,4.1,782.28,558.56
P102561,Grocery,759,352,28.62,Normal,2.7,27.35,25.42
P102562,Footwear,109,602,130.83,Winter,4.5,125.67,95.67
P102563,Footwear,266,388,124.16,Summer,4.7,129.8,110.17
P102564,Grocery,612,1478,23.2,Winter,4.0,23.93,19.37
P102565,Grocery,478,771,28.74,Winter,4.0,28.45,20.75
P102566,Clothing,511,1083,67.4,Normal,3.4,70.82,49.34
P102567,Electronics,684,782,672.51,Summer,3.1,708.53,551.93
P102568,Electronics,95,20,707.34,Festival,3.7,624.96,622.93
P102569,Grocery,701,399,30.78,Normal,2.8,29.9,25.83
P102570,Home Decor,865,1260,175.72,Normal,4.2,166.22,142.12
P102571,Electronics,770,769,790.3,Festival,3.7,872.38,597.16
P102572,Grocery,299,1056,24.54,Normal,2.9,23.42,17.21
P102573,Footwear,363,1143,108.64,Summer,4.0,104.91,79.62
P102574,Footwear,962,843,123.59,Winter,4.5,126.7,105.31
P102575,Grocery,794,868,29.74,Summer,4.0,30.57,23.59
P102576,Grocery,932,358,27.18,Normal,3.8,29.87,24.67
P102577,Footwear,915,377,120.97,Normal,4.6,119.12,119.64
P102578,Home Decor,445,228,217.45,Summer,2.5,207.86,183.79
P102579,Electronics,146,449,550.18,Summer,4.0,574.52,468.67
P102580,Home Decor,243,944,224.27,Winter,3.5,241.46,157.22
P102581,Electronics,308,1393,582.62,Winter,3.0,668.85,442.99
P102582,Home Decor,838,662,214.96,Normal,4.9,225.05,185.89
P102583,Electronics,290,905,821.78,Summer,3.5,832.05,575.2
P102584,Electronics,374,1293,761.96,Normal,3.3,697.9,530.45
P102585,Electronics,854,1017,635.4,Festival,2.9,728.47,531.11
P102586,Clothing,180,397,88.72,Winter,5.0,94.49,79.87
P102587,Clothing,670,425,96.93,Summer,4.6,89.62,82.79
P102588,Electronics,560,958,685.33,Normal,2.7,688.15,495.52
P102589,Clothing,984,435,92.02,Festival,3.9,94.9,89.76
P102590,Clothing,499,377,86.7,Winter,2.9,81.37,71.31
P102591,Footwear,530,889,108.72,Winter,4.3,117.17,90.92
P102592,Home Decor,853,956,186.01,Normal,3.7,196.36,152.98
P102593,Grocery,991,383,20.8,Normal,2.8,19.62,19.63
P102594,Electronics,734,77,713.03,Normal,3.9,818.01,778.63
P102595,Clothing,704,1153,93.26,Festival,4.8,105.95,78.72
P102596,Home Decor,878,590,162.41,Normal,3.4,154.56,133.37
P102597,Electronics,980,951,570.13,Winter,2.6,569.72,468.04
P102598,Clothing,740,263,97.32,Normal,4.9,109.15,96.53
P102599,Home Decor,306,475,202.1,Winter,2.9,200.02,162.08
P102600,Home Decor,649,910,233.26,Festival,3.7,265.4,190.35
P102601,Clothing,251,190,92.41,Normal,3.9,86.32,83.26
P102602,Footwear,510,478,130.73,Normal,3.1,140.6,110.84
P102603,Clothing,455,1079,94.18,Festival,2.9,98.12,66.72
P102604,Footwear,987,1158,154.32,Festival,2.8,150.23,118.79
P102605,Electronics,563,532,603.58,Normal,2.7,648.12,492.48
P102606,Electronics,959,176,689.9,Normal,3.8,611.62,719.5
P102607,Grocery,811,43,22.71,Normal,4.6,21.4,25.4
P102608,Clothing,851,836,100.07,Summer,2.8,95.13,74.82
P102609,Footwear,185,1041,132.18,Winter,4.3,120.51,94.03
P102610,Clothing,779,892,73.64,Normal,3.5,65.48,56.04
P102611,Home Decor,266,610,197.11,Normal,2.6,192.24,136.5
P102612,Footwear,586,38,103.06,Normal,3.8,96.77,98.88
P102613,Grocery,496,343,25.17,Normal,3.1,23.05,21.36
P102614,Footwear,274,58,151.67,Winter,4.0,139.91,134.63
P102615,Clothing,985,696,97.54,Winter,3.4,107.59,83.14
P102616,Grocery,877,465,28.06,Normal,4.2,25.41,24.78
P102617,Electronics,582,111,704.41,Winter,4.8,757.74,737.07
P102618,Home Decor,30,915,182.19,Normal,3.1,162.98,121.07
P102619,Footwear,199,558,98.98,Normal,4.8,88.19,74.88
P102620,Home Decor,242,1444,194.04,Normal,3.0,193.93,137.72
P102621,Home Decor,972,629,203.8,Winter,2.7,200.35,164.92
P102622,Home Decor,415,140,148.01,Normal,3.0,152.06,145.17
P102623,Clothing,65,1059,72.42,Summer,4.5,77.47,55.56
P102624,Home Decor,594,1056,153.02,Summer,4.2,147.46,126.74
P102625,Grocery,951,1394,24.61,Winter,4.9,22.95,20.77
P102626,Clothing,569,1040,67.7,Summer,4.3,74.61,56.84
P102627,Grocery,455,545,24.99,Normal,3.5,23.1,20.3
P102628,Clothing,192,1005,81.99,Normal,4.7,89.82,58.82
P102629,Clothing,881,1198,83.05,Summer,4.9,86.25,68.87
P102630,Clothing,122,776,72.46,Normal,4.5,69.43,51.67
P102631,Electronics,934,1193,801.62,Festival,3.9,773.44,610.41
P102632,Grocery,237,1450,29.25,Normal,4.6,28.67,20.7
P102633,Home Decor,155,1133,170.14,Normal,2.9,176.88,117.62
P102634,Grocery,361,755,28.16,Festival,4.8,32.22,22.14
P102635,Grocery,24,741,27.13,Summer,5.0,26.2,18.92
P102636,Clothing,33,1258,75.85,Summer,4.2,86.04,57.91
P102637,Grocery,202,1309,28.47,Festival,3.0,26.64,19.22
P102638,Electronics,698,397,659.46,Normal,2.9,600.43,561.98
P102639,Footwear,818,19,139.63,Festival,4.9,142.94,151.13
P102640,Electronics,262,1210,807.4,Winter,4.7,923.38,608.44
P102641,Footwear,651,357,146.47,Summer,4.4,148.07,133.09
P102642,Footwear,364,1494,119.19,Normal,4.9,130.63,101.87
P102643,Grocery,444,59,26.83,Winter,3.8,27.04,25.12
P102644,Home Decor,348,1365,221.66,Normal,4.7,245.94,164.37
P102645,Clothing,893,1018,82.91,Normal,2.9,91.15,65.32
P102646,Home Decor,521,459,237.93,Winter,3.0,253.46,195.74
P102647,Footwear,516,57,141.89,Summer,3.8,148.44,140.09
P102648,Footwear,862,1270,118.76,Winter,3.3,121.12,93.95
P102649,Footwear,664,183,116.83,Winter,3.6,133.0,122.29
P102650,Home Decor,166,147,159.91,Normal,4.5,164.79,153.39
P102651,Home Decor,205,1186,210.0,Normal,2.6,203.91,142.65
P102652,Clothing,353,1018,78.44,Summer,4.3,87.71,63.68
P102653,Footwear,115,195,157.26,Festival,2.7,166.41,122.51
P102654,Footwear,698,516,130.06,Summer,4.6,134.05,117.92
P102655,Clothing,505,1001,96.83,Summer,3.0,103.05,68.17
P102656,Home Decor,63,989,205.71,Normal,4.3,200.4,141.34
P102657,Clothing,412,546,67.79,Normal,4.0,67.36,56.96
P102658,Grocery,833,621,24.14,Normal,3.5,22.52,20.06
P102659,Electronics,908,124,698.72,Summer,3.2,776.18,715.34
P102660,Clothing,962,18,110.03,Festival,2.6,116.6,114.44
P102661,Home Decor,924,1451,215.04,Winter,3.4,237.09,169.5
P102662,Clothing,615,350,84.5,Normal,3.0,81.6,74.93
P102663,Clothing,928,1391,110.22,Festival,2.8,126.62,84.79
P102664,Clothing,957,68,80.56,Normal,4.3,78.66,87.48
P102665,Grocery,642,1484,21.73,Summer,3.0,21.2,17.9
P102666,Footwear,424,643,151.92,Winter,3.1,173.09,124.09
P102667,Home Decor,966,1210,188.36,Normal,3.4,199.07,148.36
P102668,Electronics,426,1260,804.49,Winter,3.7,910.7,593.33
P102669,Grocery,183,531,29.16,Festival,3.8,30.57,22.18
P102670,Grocery,124,1108,31.66,Festival,4.2,29.96,22.64
P102671,Grocery,576,504,24.06,Normal,4.0,23.71,20.68
P102672,Clothing,54,1184,82.08,Summer,3.7,91.27,60.5
P102673,Clothing,136,1438,70.67,Normal,3.5,71.53,51.11
P102674,Grocery,259,1211,30.18,Winter,3.2,32.34,20.43
P102675,Grocery,539,1093,24.92,Winter,4.3,23.05,17.72
P102676,Grocery,488,561,28.02,Festival,3.3,27.68,21.65
P102677,Grocery,520,167,25.77,Winter,4.6,28.51,27.6
P102678,Footwear,517,761,120.7,Normal,4.0,136.88,97.31
P102679,Footwear,994,198,128.13,Normal,4.1,123.97,134.41
P102680,Clothing,233,765,89.09,Normal,3.8,82.55,58.31
P102681,Footwear,484,1304,133.27,Normal,4.8,118.12,97.29
P102682,Home Decor,620,174,180.39,Normal,3.6,164.95,172.97
P102683,Electronics,288,1351,707.75,Winter,3.6,782.51,503.18
P102684,Grocery,197,899,22.01,Normal,4.7,22.08,16.53
P102685,Clothing,65,75,86.05,Summer,4.0,82.5,74.1
P102686,Footwear,339,1081,143.66,Normal,3.6,156.5,107.2
P102687,Clothing,269,5,96.1,Festival,3.2,105.15,91.51
P102688,Footwear,211,918,146.8,Normal,3.1,143.54,100.2
P102689,Clothing,285,763,75.22,Winter,4.5,84.5,60.6
P102690,Grocery,702,1120,30.13,Winter,3.2,30.28,22.45
P102691,Home Decor,830,567,208.47,Summer,2.5,198.16,171.23
P102692,Clothing,526,182,94.39,Winter,2.5,105.99,86.06
P102693,Home Decor,85,583,210.84,Winter,4.9,194.25,157.54
P102694,Home Decor,741,1143,153.81,Summer,3.9,176.71,123.7
P102695,Home Decor,168,1430,217.34,Winter,3.7,227.25,147.53
P102696,Electronics,76,316,793.74,Festival,4.8,894.66,724.34
P102697,Footwear,577,530,132.97,Winter,3.4,123.44,107.97
P102698,Electronics,436,1315,547.22,Normal,4.5,539.04,441.32
P102699,Clothing,325,472,74.24,Summer,4.3,82.84,63.72
P102700,Home Decor,967,371,257.37,Festival,3.7,284.66,238.93
P102701,Footwear,109,1248,118.12,Summer,4.4,131.75,86.99
P102702,Grocery,72,740,29.19,Festival,4.9,27.89,20.19
P102703,Clothing,595,877,85.09,Festival,3.0,89.07,68.05
P102704,Footwear,430,733,154.6,Festival,2.5,152.32,109.18
P102705,Footwear,805,906,144.82,Winter,4.6,139.98,114.95
P102706,Grocery,59,406,35.88,Festival,3.5,36.61,26.98
P102707,Home Decor,430,1099,196.84,Summer,3.9,211.22,152.4
P102708,Clothing,163,545,79.59,Winter,3.1,81.18,57.71
P102709,Electronics,60,787,586.0,Winter,4.6,552.15,385.04
P102710,Grocery,473,282,23.36,Normal,4.3,25.65,23.1
P102711,Home Decor,740,21,207.19,Winter,4.9,237.02,232.23
P102712,Clothing,174,857,99.11,Normal,3.7,96.93,64.4
P102713,Clothing,845,212,72.42,Winter,4.9,80.34,75.51
P102714,Electronics,528,1369,660.79,Summer,3.8,735.63,536.04
P102715,Home Decor,490,1439,211.2,Winter,4.1,200.71,152.04
P102716,Clothing,924,478,87.93,Summer,4.2,94.12,83.58
P102717,Grocery,342,436,32.46,Festival,3.7,36.79,26.99
P102718,Home Decor,216,764,183.45,Normal,3.9,198.08,134.56
P102719,Electronics,790,310,607.64,Normal,3.1,539.65,544.26
P102720,Grocery,125,1293,27.23,Winter,3.4,28.41,18.78
P102721,Grocery,874,157,25.34,Summer,4.3,27.62,27.64
P102722,Footwear,828,681,135.0,Normal,2.6,141.33,106.43
P102723,Clothing,977,287,73.65,Summer,4.3,65.38,72.64
P102724,Clothing,471,1247,87.63,Winter,3.3,79.96,63.15
P102725,Electronics,629,220,801.06,Normal,3.2,878.31,763.56
P102726,Footwear,884,672,133.39,Winter,4.2,134.96,109.17
P102727,Footwear,148,1251,113.96,Summer,3.0,129.76,82.4
P102728,Electronics,320,663,842.24,Winter,4.9,835.54,625.92
P102729,Clothing,482,280,87.32,Festival,5.0,96.21,84.68
P102730,Home Decor,634,240,211.91,Summer,3.6,188.51,194.35
P102731,Electronics,685,909,665.06,Festival,3.5,736.28,539.81
P102732,Clothing,924,191,100.61,Winter,2.7,111.87,103.78
P102733,Grocery,499,536,23.79,Winter,4.4,23.26,20.32
P102734,Clothing,188,919,83.91,Winter,2.9,80.85,56.23
P102735,Clothing,206,572,98.82,Normal,4.8,111.24,79.32
P102736,Grocery,804,1241,28.33,Winter,5.0,30.88,24.04
P102737,Electronics,471,1033,606.79,Normal,2.8,631.94,458.49
P102738,Grocery,638,207,21.74,Winter,4.2,21.69,21.25
P102739,Footwear,571,1226,101.71,Summer,3.7,114.56,83.08
P102740,Grocery,816,1365,24.86,Winter,3.9,26.89,20.23
P102741,Electronics,234,307,802.7,Festival,2.9,796.72,660.07
P102742,Home Decor,187,541,196.24,Winter,4.3,199.01,144.77
P102743,Electronics,738,595,790.67,Normal,2.9,716.8,611.16
P102744,Footwear,445,640,137.83,Normal,4.7,151.46,108.34
P102745,Clothing,819,698,97.41,Normal,3.6,107.86,81.0
P102746,Footwear,146,1342,147.27,Festival,4.1,143.74,99.25
P102747,Electronics,286,978,776.26,Festival,4.8,748.0,528.84
P102748,Electronics,960,1344,815.64,Festival,4.3,773.31,664.81
P102749,Grocery,846,528,25.97,Winter,3.9,24.07,20.89
P102750,Electronics,81,789,591.92,Normal,3.5,672.37,432.21
P102751,Clothing,820,164,94.38,Normal,3.7,102.4,97.12
P102752,Footwear,84,418,141.53,Winter,3.4,141.1,112.25
